type	code	text	display_level	selectable	sort_sequence
1	443112	Radio, television, and other electronics stores	7	T	1085
1	44311X	Appliance, television, and other electronics stores	6	T	1083
1	44313X	Camera and photographic supplies stores	6	T	1087
1	4431XX	Electronics and appliance stores	5	T	1082
1	443XXX	Electronics and appliance stores	4	T	1081
1	44411X	Home centers	6	T	1090
1	44413X	Hardware stores	6	T	1092
1	4441XX	Building material and supplies dealers	5	T	1089
1	44422X	Nursery, garden center, and farm supply stores	6	T	1096
1	4442XX	Lawn and garden equipment and supplies stores	5	T	1094
1	444XXX	Building material and garden equipment and supplies dealers	4	T	1088
1	44511X	Supermarkets and other grocery (except convenience) stores	6	T	1099
1	44512X	Convenience stores	6	T	1100
1	4451XX	Grocery stores	5	T	1098
1	44521X	Meat markets	6	T	1102
1	44522X	Fish and seafood markets	6	T	1103
1	44523X	Fruit and vegetable markets	6	T	1104
1	445291	Baked goods stores	7	T	1106
1	445292	Confectionery and nut stores	7	T	1107
1	44529X	Other specialty food stores	6	T	1105
1	4452XX	Specialty food stores	5	T	1101
1	44531X	Beer, wine, and liquor stores	6	T	1110
1	4453XX	Beer, wine, and liquor stores	5	T	1109
1	445XXX	Food and beverage stores	4	T	1097
1	44611X	Pharmacies and drug stores	6	T	1113
1	44612X	Cosmetics, beauty supplies, and perfume stores	6	T	1114
1	446191	Food (health) supplement stores	7	T	1117
1	44619X	Other health and personal care stores	6	T	1116
1	4461XX	Health and personal care stores	5	T	1112
1	446XXX	Health and personal care stores	4	T	1111
1	44711X	Gasoline stations with convenience stores	6	T	1121
1	4471XX	Gasoline stations	5	T	1120
1	447XXX	Gasoline stations	4	T	1119
1	44812X	Women's clothing stores	6	T	1126
1	44814X	Family clothing stores	6	T	1128
1	44815X	Clothing accessories stores	6	T	1129
1	4481XX	Clothing stores	5	T	1124
1	44831X	Jewelry stores	6	T	1134
1	44832X	Luggage and leather goods stores	6	T	1135
1	4483XX	Jewelry, luggage, and leather goods stores	5	T	1133
1	448XXX	Clothing and clothing accessories stores	4	T	1123
1	45111X	Sporting goods stores	6	T	1138
1	45112X	Hobby, toy, and game stores	6	T	1139
1	4511XX	Sporting goods, hobby, and musical instrument stores	5	T	1137
1	451212	News dealers and newsstands	7	T	1145
1	45121X	Book stores and news dealers	6	T	1143
1	45122X	Prerecorded tape, compact disc, and record stores	6	T	1146
1	4512XX	Book, periodical, and music stores	5	T	1142
1	451XXX	Sporting goods, hobby, book, and music stores	4	T	1136
1	452111	Department stores (except discount department stores)	7	T	1150
1	452112	Discount department stores	7	T	1151
1	45211X	Department stores	6	T	1149
1	4521XX	Department stores	5	T	1148
1	45291X	Warehouse clubs and supercenters	6	T	1153
1	4529XX	Other general merchandise stores	5	T	1152
1	452XXX	General merchandise stores	4	T	1147
1	45311X	Florists	6	T	1157
1	4531XX	Florists	5	T	1156
1	45322X	Gift, novelty, and souvenir stores	6	T	1160
1	4532XX	Office supplies, stationery, and gift stores	5	T	1158
1	45331X	Used merchandise stores	6	T	1162
1	4533XX	Used merchandise stores	5	T	1161
1	453991	Tobacco stores	7	T	1168
1	45399X	All other miscellaneous store retailers	6	T	1167
1	4539XX	Other miscellaneous store retailers	5	T	1163
1	453XXX	Miscellaneous store retailers	4	T	1155
1	454111	Electronic shopping	7	T	1173
1	454113	Mail-order houses	7	T	1175
1	45411X	Electronic shopping and mail-order houses	6	T	1172
1	4541XX	Electronic shopping and mail-order houses	5	T	1171
1	45421X	Vending machine operators	6	T	1177
1	4542XX	Vending machine operators	5	T	1176
1	454311	Heating oil dealers	7	T	1180
1	454312	Liquefied petroleum gas (bottled gas) dealers	7	T	1181
1	45431X	Fuel dealers	6	T	1179
1	4543XX	Direct selling establishments	5	T	1178
1	454XXX	Nonstore retailers	4	T	1170
1	481111	Scheduled passenger air transportation	7	T	1188
1	481112	Scheduled freight air transportation	7	T	1189
1	48111X	Scheduled air transportation	6	T	1187
1	4811XX	Scheduled air transportation	5	T	1186
1	481211	Nonscheduled chartered passenger air transportation	7	T	1192
1	481212	Nonscheduled chartered freight air transportation	7	T	1193
1	48121X	Nonscheduled air transportation	6	T	1191
1	4812XX	Nonscheduled air transportation	5	T	1190
1	481XXX	Air transportation	4	T	1185
1	482111	Line-haul railroads	7	T	1198
1	48211X	Rail transportation	6	T	1197
1	4821XX	Rail transportation	5	T	1196
1	482XXX	Rail transportation	4	T	1195
1	483111	Deep sea freight transportation	7	T	1203
1	483113	Coastal and great lakes freight transportation	7	T	1205
1	483114	Coastal and great lakes passenger transportation	7	T	1206
1	48311X	Deep sea, coastal, and great lakes water transportation	6	T	1202
1	4831XX	Deep sea, coastal, and great lakes water transportation	5	T	1201
1	483211	Inland water freight transportation	7	T	1209
1	483212	Inland water passenger transportation	7	T	1210
1	48321X	Inland water transportation	6	T	1208
1	4832XX	Inland water transportation	5	T	1207
1	483XXX	Water transportation	4	T	1200
1	48411X	General freight trucking, local	6	T	1213
1	484121	General freight trucking, long-distance, truckload	7	T	1215
1	484122	General freight trucking, long-distance, less than truckload	7	T	1216
1	48412X	General freight trucking, long-distance	6	T	1214
1	4841XX	General freight trucking	5	T	1212
1	48421X	Used household and office goods moving	6	T	1218
1	48422X	Specialized freight (except used goods) trucking, local	6	T	1219
1	48423X	Specialized freight (except used goods) trucking, long-distance	6	T	1220
1	4842XX	Specialized freight trucking	5	T	1217
1	484XXX	Truck transportation	4	T	1211
1	485111	Mixed mode transit systems	7	T	1224
1	485113	Bus and other motor vehicle transit systems	7	T	1226
1	48511X	Urban transit systems	6	T	1223
1	4851XX	Urban transit systems	5	T	1222
1	48521X	Interurban and rural bus transportation	6	T	1229
1	4852XX	Interurban and rural bus transportation	5	T	1228
1	48531X	Taxi service	6	T	1231
1	48532X	Limousine service	6	T	1232
1	4853XX	Taxi and limousine service	5	T	1230
1	48541X	School and employee bus transportation	6	T	1234
1	4854XX	School and employee bus transportation	5	T	1233
1	48551X	Charter bus industry	6	T	1236
1	4855XX	Charter bus industry	5	T	1235
1	485991	Special needs transportation	7	T	1239
1	48599X	Other transit and ground passenger transportation	6	T	1238
1	4859XX	Other transit and ground passenger transportation	5	T	1237
1	485XXX	Transit and ground passenger transportation	4	T	1221
1	48611X	Pipeline transportation of crude oil	6	T	1243
1	4861XX	Pipeline transportation of crude oil	5	T	1242
1	4869XX	Other pipeline transportation	5	T	1246
1	486XXX	Pipeline transportation	4	T	1241
1	48711X	Scenic and sightseeing transportation, land	6	T	1251
1	4871XX	Scenic and sightseeing transportation, land	5	T	1250
1	48721X	Scenic and sightseeing transportation, water	6	T	1253
1	4872XX	Scenic and sightseeing transportation, water	5	T	1252
1	4879XX	Scenic and sightseeing transportation, other	5	T	1254
1	487XXX	Scenic and sightseeing transportation	4	T	1249
1	48811X	Airport operations	6	T	1258
1	4881XX	Support activities for air transportation	5	T	1257
1	48821X	Support activities for rail transportation	6	T	1263
1	4882XX	Support activities for rail transportation	5	T	1262
1	48831X	Port and harbor operations	6	T	1265
1	48832X	Marine cargo handling	6	T	1266
1	48833X	Navigational services to shipping	6	T	1267
1	4883XX	Support activities for water transportation	5	T	1264
1	48841X	Motor vehicle towing	6	T	1270
1	4884XX	Support activities for road transportation	5	T	1269
1	48851X	Freight transportation arrangement	6	T	1273
1	4885XX	Freight transportation arrangement	5	T	1272
1	488991	Packing and crating	7	T	1276
1	48899X	Other support activities for transportation	6	T	1275
1	4889XX	Other support activities for transportation	5	T	1274
1	488XXX	Support activities for transportation	4	T	1256
1	49111X	Postal service	6	T	1280
1	4911XX	Postal service	5	T	1279
1	491XXX	Postal service	4	T	1278
1	49211X	Couriers	6	T	1283
1	4921XX	Couriers	5	T	1282
1	49221X	Local messengers and local delivery	6	T	1285
1	4922XX	Local messengers and local delivery	5	T	1284
1	492XXX	Couriers and messengers	4	T	1281
1	49311X	General warehousing and storage	6	T	1288
1	49312X	Refrigerated warehousing and storage	6	T	1289
1	49313X	Farm product warehousing and storage	6	T	1290
1	4931XX	Warehousing and storage	5	T	1287
1	493XXX	Warehousing and storage	4	T	1286
1	51111X	Newspaper publishers	6	T	1296
1	51112X	Periodical publishers	6	T	1297
1	51119X	Other publishers	6	T	1300
1	5111XX	Newspaper, periodical, book, and directory publishers	5	T	1295
1	51121X	Software publishers	6	T	1304
1	5112XX	Software publishers	5	T	1303
1	511XXX	Publishing industries (except internet)	4	T	1294
1	51211X	Motion picture and video production	6	T	1307
1	512131	Motion picture theaters (except drive-ins)	7	T	1310
1	51213X	Motion picture and video exhibition	6	T	1309
1	5121XX	Motion picture and video industries	5	T	1306
1	512XXX	Motion picture and sound recording industries	4	T	1305
1	515112	Radio stations	7	T	1325
1	51511X	Radio broadcasting	6	T	1323
1	5151XX	Radio and television broadcasting	5	T	1322
1	51521X	Cable and other subscription programming	6	T	1328
1	5152XX	Cable and other subscription programming	5	T	1327
1	515XXX	Broadcasting (except internet)	4	T	1321
1	51711X	Wired telecommunications carriers	6	T	1334
1	5171XX	Wired telecommunications carriers	5	T	1333
1	51721X	Wireless telecommunications carriers (except satellite)	6	T	1336
1	5172XX	Wireless telecommunications carriers (except satellite)	5	T	1335
1	517911	Telecommunications resellers	7	T	1347
1	51791X	Other telecommunications	6	T	1346
1	5179XX	Other telecommunications	5	T	1345
1	517XXX	Telecommunications	4	T	1332
1	51912X	Libraries and archives	6	T	1359
1	51913X	Internet publishing and broadcasting and web search portals	6	T	1360
1	5191XX	Other information services	5	T	1357
1	519XXX	Other information services	4	T	1356
1	52211X	Commercial banking	6	T	1368
1	5221XX	Depository credit intermediation	5	T	1367
1	522291	Consumer lending	7	T	1375
1	522292	Real estate credit	7	T	1376
1	522293	International trade financing	7	T	1377
1	52229X	Other nondepository credit intermediation	6	T	1374
1	5222XX	Nondepository credit intermediation	5	T	1371
1	5223XX	Activities related to credit intermediation	5	T	1379
1	522XXX	Credit intermediation and related activities	4	T	1366
1	52311X	Investment banking and securities dealing	6	T	1384
1	5231XX	Securities and commodity contracts intermediation and brokerage	5	T	1383
1	523XXX	Securities, commodity contracts, and other financial investments and related activities	4	T	1382
1	524113	Direct life insurance carriers	7	T	1399
1	52411X	Direct life, health, and medical insurance carriers	6	T	1398
1	524126	Direct property and casualty insurance carriers	7	T	1402
1	52412X	Direct insurance (except life, health, and medical) carriers	6	T	1401
1	5241XX	Insurance carriers	5	T	1397
1	52421X	Insurance agencies and brokerages	6	T	1406
1	524291	Claims adjusting	7	T	1408
1	52429X	Other insurance related activities	6	T	1407
1	5242XX	Agencies, brokerages, and other insurance related activities	5	T	1405
1	524XXX	Insurance carriers and related activities	4	T	1396
1	52511X	Pension funds	6	T	1412
1	5251XX	Insurance and employee benefit funds	5	T	1411
1	525XXX	Funds, trusts, and other financial vehicles	4	T	1410
1	53111X	Lessors of residential buildings and dwellings	6	T	1421
1	53112X	Lessors of nonresidential buildings (except miniwarehouses)	6	T	1422
1	53113X	Lessors of miniwarehouses and self-storage units	6	T	1423
1	5311XX	Lessors of real estate	5	T	1420
1	53121X	Offices of real estate agents and brokers	6	T	1425
1	5312XX	Offices of real estate agents and brokers	5	T	1424
1	531311	Residential property managers	7	T	1428
1	531312	Nonresidential property managers	7	T	1429
1	53131X	Real estate property managers	6	T	1427
1	5313XX	Activities related to real estate	5	T	1426
1	531XXX	Real estate	4	T	1419
1	532111	Passenger car rental	7	T	1434
1	53211X	Passenger car rental and leasing	6	T	1433
1	53212X	Truck, utility trailer, and RV (recreational vehicle) rental and leasing	6	T	1436
1	5321XX	Automotive equipment rental and leasing	5	T	1432
1	53223X	Video tape and disc rental	6	T	1440
1	532291	Home health equipment rental	7	T	1442
1	53229X	Other consumer goods rental	6	T	1441
1	5322XX	Consumer goods rental	5	T	1437
1	532411	Commercial air, rail, and water transportation equipment rental and leasing	7	T	1448
1	532412	Construction, mining, and forestry machinery and equipment rental and leasing	7	T	1449
1	53241X	Construction, transportation, mining, and forestry machinery and equipment rental and leasing	6	T	1447
1	5324XX	Commercial and industrial machinery and equipment rental and leasing	5	T	1446
1	532XXX	Rental and leasing services	4	T	1431
1	54111X	Offices of lawyers	6	T	1458
1	54119X	Other legal services	6	T	1460
1	5411XX	Legal services	5	T	1457
1	541211	Offices of certified public accountants	7	T	1464
1	54121X	Accounting, tax preparation, bookkeeping, and payroll services	6	T	1463
1	5412XX	Accounting, tax preparation, bookkeeping, and payroll services	5	T	1462
1	54131X	Architectural services	6	T	1468
1	54132X	Landscape architectural services	6	T	1469
1	54133X	Engineering services	6	T	1470
1	54135X	Building inspection services	6	T	1472
1	54136X	Geophysical surveying and mapping services	6	T	1473
1	54137X	Surveying and mapping (except geophysical) services	6	T	1474
1	54138X	Testing laboratories	6	T	1475
1	5413XX	Architectural, engineering, and related services	5	T	1467
1	54143X	Graphic design services	6	T	1479
1	5414XX	Specialized design services	5	T	1476
1	54151X	Computer systems design and related services	6	T	1481
1	5415XX	Computer systems design and related services	5	T	1480
1	541613	Marketing consulting services	7	T	1489
1	54161X	Management consulting services	6	T	1486
1	54162X	Environmental consulting services	6	T	1491
1	5416XX	Management, scientific, and technical consulting services	5	T	1485
1	541712	Research and development in the physical, engineering, and life sciences (except biotechnology)	7	T	1495
1	54171X	Research and development in the physical, engineering, and life sciences	6	T	1493
1	5417XX	Scientific research and development services	5	T	1492
1	54182X	Public relations agencies	6	T	1513
1	54185X	Display advertising	6	T	1516
1	5418XX	Advertising and related services	5	T	1511
1	541921	Photography studios, portrait	7	T	1523
1	541922	Commercial photography	7	T	1524
1	54192X	Photographic services	6	T	1522
1	54194X	Veterinary services	6	T	1526
1	5419XX	Other professional, scientific, and technical services	5	T	1520
1	541XXX	Professional, scientific, and technical services	4	T	1456
1	551114	Corporate, subsidiary, and regional managing offices	7	T	1534
1	55111X	Management of companies and enterprises	6	T	1531
1	5511XX	Management of companies and enterprises	5	T	1530
1	551XXX	Management of companies and enterprises	4	T	1529
1	56121X	Facilities support services	6	T	1540
1	5612XX	Facilities support services	5	T	1539
1	561311	Employment placement agencies	7	T	1543
1	56131X	Employment placement agencies	6	T	1542
1	56132X	Temporary help services	6	T	1545
1	56133X	Professional employer organizations	6	T	1546
1	5613XX	Employment services	5	T	1541
1	561431	Private mail centers	7	T	1553
1	56143X	Business service centers	6	T	1552
1	561491	Repossession services	7	T	1557
1	56149X	Other business support services	6	T	1556
1	5614XX	Business support services	5	T	1547
1	56152X	Tour operators	6	T	1561
1	56159X	Other travel arrangement and reservation services	6	T	1562
1	5615XX	Travel arrangement and reservation services	5	T	1559
1	561611	Investigation services	7	T	1566
1	561612	Security guards and patrol services	7	T	1567
1	561613	Armored car services	7	T	1568
1	56161X	Investigation, guard, and armored car services	6	T	1565
1	561621	Security systems services (except locksmiths)	7	T	1570
1	561622	Locksmiths	7	T	1571
1	56162X	Security systems services	6	T	1569
1	5616XX	Investigation and security services	5	T	1564
1	56171X	Exterminating and pest control services	6	T	1574
1	56172X	Janitorial services	6	T	1575
1	56173X	Landscaping services	6	T	1576
1	56174X	Carpet and upholstery cleaning services	6	T	1577
1	5617XX	Services to buildings and dwellings	5	T	1572
1	56191X	Packaging and labeling services	6	T	1580
1	5619XX	Other support services	5	T	1579
1	561XXX	Administrative and support services	4	T	1536
1	562111	Solid waste collection	7	T	1586
1	562112	Hazardous waste collection	7	T	1587
1	56211X	Waste collection	6	T	1585
1	5621XX	Waste collection	5	T	1584
1	562211	Hazardous waste treatment and disposal	7	T	1591
1	562212	Solid waste landfill	7	T	1592
1	56221X	Waste treatment and disposal	6	T	1590
1	5622XX	Waste treatment and disposal	5	T	1589
1	56291X	Remediation services	6	T	1596
1	56292X	Materials recovery facilities	6	T	1597
1	562991	Septic tank and related services	7	T	1599
1	56299X	All other waste management services	6	T	1598
1	5629XX	Remediation and other waste management services	5	T	1595
1	562XXX	Waste management and remediation services	4	T	1583
1	61111X	Elementary and secondary schools	6	T	1605
1	6111XX	Elementary and secondary schools	5	T	1604
1	61121X	Junior colleges	6	T	1607
1	6112XX	Junior colleges	5	T	1606
1	61131X	Colleges, universities, and professional schools	6	T	1609
1	6113XX	Colleges, universities, and professional schools	5	T	1608
1	611512	Flight training	7	T	1617
1	61151X	Technical and trade schools	6	T	1615
1	6115XX	Technical and trade schools	5	T	1614
1	61162X	Sports and recreation instruction	6	T	1622
1	6116XX	Other schools and instruction	5	T	1620
1	611XXX	Educational services	4	T	1603
1	621111	Offices of physicians (except mental health specialists)	7	T	1634
1	621112	Offices of physicians, mental health specialists	7	T	1635
1	62111X	Offices of physicians	6	T	1633
1	6211XX	Offices of physicians	5	T	1632
1	62121X	Offices of dentists	6	T	1637
1	6212XX	Offices of dentists	5	T	1636
1	62131X	Offices of chiropractors	6	T	1639
1	62132X	Offices of optometrists	6	T	1640
1	62133X	Offices of mental health practitioners (except physicians)	6	T	1641
1	62134X	Offices of physical, occupational and speech therapists, and audiologists	6	T	1642
1	62139X	Offices of all other health practitioners	6	T	1643
1	6213XX	Offices of other health practitioners	5	T	1638
1	62142X	Outpatient mental health and substance abuse centers	6	T	1648
1	621492	Kidney dialysis centers	7	T	1651
1	62149X	Other outpatient care centers	6	T	1649
1	6214XX	Outpatient care centers	5	T	1646
1	621511	Medical laboratories	7	T	1656
1	62151X	Medical and diagnostic laboratories	6	T	1655
1	6215XX	Medical and diagnostic laboratories	5	T	1654
1	62161X	Home health care services	6	T	1659
1	6216XX	Home health care services	5	T	1658
1	62191X	Ambulance services	6	T	1661
1	621991	Blood and organ banks	7	T	1663
1	62199X	All other ambulatory health care services	6	T	1662
1	6219XX	Other ambulatory health care services	5	T	1660
1	621XXX	Ambulatory health care services	4	T	1631
1	62211X	General medical and surgical hospitals	6	T	1667
1	6221XX	General medical and surgical hospitals	5	T	1666
1	62221X	Psychiatric and substance abuse hospitals	6	T	1669
1	6222XX	Psychiatric and substance abuse hospitals	5	T	1668
1	622XXX	Hospitals	4	T	1665
1	62311X	Nursing care facilities	6	T	1674
1	6231XX	Nursing care facilities	5	T	1673
1	62321X	Residential mental retardation facilities	6	T	1676
1	62322X	Residential mental health and substance abuse facilities	6	T	1677
1	6232XX	Residential mental retardation, mental health and substance abuse facilities	5	T	1675
1	623312	Homes for the elderly	7	T	1681
1	62331X	Community care facilities for the elderly	6	T	1679
1	6233XX	Community care facilities for the elderly	5	T	1678
1	6239XX	Other residential care facilities	5	T	1682
1	623XXX	Nursing and residential care facilities	4	T	1672
1	62411X	Child and youth services	6	T	1686
1	62412X	Services for the elderly and persons with disabilities	6	T	1687
1	6241XX	Individual and family services	5	T	1685
1	624221	Temporary shelters	7	T	1692
1	62422X	Community housing services	6	T	1691
1	6242XX	Community food and housing, and emergency and other relief services	5	T	1689
1	62431X	Vocational rehabilitation services	6	T	1696
1	6243XX	Vocational rehabilitation services	5	T	1695
1	62441X	Child day care services	6	T	1698
1	6244XX	Child day care services	5	T	1697
1	624XXX	Social assistance	4	T	1684
1	71113X	Musical groups and artists	6	T	1705
1	7111XX	Performing arts companies	5	T	1702
1	711211	Sports teams and clubs	7	T	1709
1	711212	Racetracks	7	T	1710
1	71121X	Spectator sports	6	T	1708
1	7112XX	Spectator sports	5	T	1707
1	71131X	Promoters of performing arts, sports, and similar events with facilities	6	T	1713
1	71132X	Promoters of performing arts, sports, and similar events without facilities	6	T	1714
1	7113XX	Promoters of performing arts, sports, and similar events	5	T	1712
1	71151X	Independent artists, writers, and performers	6	T	1718
1	7115XX	Independent artists, writers, and performers	5	T	1717
1	711XXX	Performing arts, spectator sports, and related industries	4	T	1701
1	71211X	Museums	6	T	1721
1	71213X	Zoos and botanical gardens	6	T	1723
1	7121XX	Museums, historical sites, and similar institutions	5	T	1720
1	712XXX	Museums, historical sites, and similar institutions	4	T	1719
1	71311X	Amusement and theme parks	6	T	1727
1	7131XX	Amusement parks and arcades	5	T	1726
1	71321X	Casinos (except casino hotels)	6	T	1730
1	7132XX	Gambling industries	5	T	1729
1	71391X	Golf courses and country clubs	6	T	1733
1	71392X	Skiing facilities	6	T	1734
1	71393X	Marinas	6	T	1735
1	71394X	Fitness and recreational sports centers	6	T	1736
1	71395X	Bowling centers	6	T	1737
1	7139XX	Other amusement and recreation industries	5	T	1732
1	713XXX	Amusement, gambling, and recreation industries	4	T	1725
1	72111X	Hotels (except casino hotels) and motels	6	T	1742
1	72112X	Casino hotels	6	T	1743
1	72119X	Other traveler accommodation	6	T	1744
1	7211XX	Traveler accommodation	5	T	1741
1	721211	RV (recreational vehicle) parks and campgrounds	7	T	1749
1	721214	Recreational and vacation camps (except campgrounds)	7	T	1750
1	72121X	RV (recreational vehicle) parks and recreational camps	6	T	1748
1	7212XX	RV (recreational vehicle) parks and recreational camps	5	T	1747
1	72131X	Rooming and boarding houses	6	T	1752
1	7213XX	Rooming and boarding houses	5	T	1751
1	721XXX	Accommodation	4	T	1740
1	72211X	Full-service restaurants	6	T	1755
1	7221XX	Full-service restaurants	5	T	1754
1	722211	Limited-service restaurants	7	T	1758
1	722213	Snack and nonalcoholic beverage bars	7	T	1760
1	72221X	Limited-service eating places	6	T	1757
1	7222XX	Limited-service eating places	5	T	1756
1	72231X	Food service contractors	6	T	1762
1	72232X	Caterers	6	T	1763
1	72233X	Mobile food services	6	T	1764
1	7223XX	Special food services	5	T	1761
1	72241X	Drinking places (alcoholic beverages)	6	T	1766
1	7224XX	Drinking places (alcoholic beverages)	5	T	1765
1	722XXX	Food services and drinking places	4	T	1753
1	811111	General automotive repair	7	T	1772
1	811112	Automotive exhaust system repair	7	T	1773
1	811113	Automotive transmission repair	7	T	1774
1	81111X	Automotive mechanical and electrical repair and maintenance	6	T	1771
1	811121	Automotive body, paint, and interior repair and maintenance	7	T	1777
1	81112X	Automotive body, paint, interior, and glass repair	6	T	1776
1	811191	Automotive oil change and lubrication shops	7	T	1780
1	811192	Car washes	7	T	1781
1	81119X	Other automotive repair and maintenance	6	T	1779
1	8111XX	Automotive repair and maintenance	5	T	1770
1	811211	Consumer electronics repair and maintenance	7	T	1785
1	811212	Computer and office machine repair and maintenance	7	T	1786
1	81121X	Electronic and precision equipment repair and maintenance	6	T	1784
1	8112XX	Electronic and precision equipment repair and maintenance	5	T	1783
1	81131X	Commercial machinery repair and maintenance	6	T	1790
1	8113XX	Commercial machinery repair and maintenance	5	T	1789
1	811411	Home and garden equipment repair and maintenance	7	T	1793
1	811412	Appliance repair and maintenance	7	T	1794
1	81141X	Home and garden equipment and appliance repair and maintenance	6	T	1792
1	8114XX	Personal and household goods repair and maintenance	5	T	1791
1	811XXX	Repair and maintenance	4	T	1769
1	812111	Barber shops	7	T	1801
1	812112	Beauty salons	7	T	1802
1	81211X	Hair, nail, and skin care services	6	T	1800
1	81219X	Other personal care services	6	T	1804
1	8121XX	Personal care services	5	T	1799
1	81221X	Funeral homes and funeral services	6	T	1808
1	8122XX	Death care services	5	T	1807
1	81231X	Coin-operated laundries and drycleaners	6	T	1811
1	81232X	Drycleaning and laundry services (except coin-operated)	6	T	1812
1	812332	Industrial launderers	7	T	1815
1	81233X	Linen and uniform supply	6	T	1813
1	8123XX	Drycleaning and laundry services	5	T	1810
1	81291X	Pet care (except veterinary) services	6	T	1817
1	81293X	Parking lots and garages	6	T	1821
1	8129XX	Other personal services	5	T	1816
1	812XXX	Personal and laundry services	4	T	1798
1	81311X	Religious organizations	6	T	1825
1	8131XX	Religious organizations	5	T	1824
1	813312	Environment, conservation and wildlife organizations	7	T	1834
1	81331X	Social advocacy organizations	6	T	1832
1	8133XX	Social advocacy organizations	5	T	1831
1	81341X	Civic and social organizations	6	T	1837
1	8134XX	Civic and social organizations	5	T	1836
1	81391X	Business associations	6	T	1839
1	81392X	Professional organizations	6	T	1840
1	81393X	Labor unions and similar labor organizations	6	T	1841
1	8139XX	Business, professional, labor, political, and similar organizations	5	T	1838
1	813XXX	Religious, grantmaking, civic, professional, and similar organizations	4	T	1823
1	81411X	Private households	6	T	1846
1	8141XX	Private households	5	T	1845
1	814XXX	Private households	4	T	1844
1	92112X	Legislative bodies	6	T	1852
1	92114X	Executive and legislative offices, combined	6	T	1854
1	92115X	American Indian and Alaska native tribal governments	6	T	1855
1	9211XX	Executive, legislative, and other general government support	5	T	1850
1	921XXX	Executive, legislative, and other general government support	4	T	1849
1	92212X	Police protection	6	T	1860
1	92213X	Legal counsel and prosecution	6	T	1861
1	92214X	Correctional institutions	6	T	1862
1	92216X	Fire protection	6	T	1864
1	9221XX	Justice, public order, and safety activities	5	T	1858
1	922XXX	Justice, public order, and safety activities	4	T	1857
1	92312X	Administration of public health programs	6	T	1869
1	92313X	Administration of other human resource programs	6	T	1870
1	9231XX	Administration of human resource programs	5	T	1867
1	923XXX	Administration of human resource programs	4	T	1866
1	92411X	Administration of air and water resource and solid waste management programs	6	T	1874
1	92412X	Administration of conservation programs	6	T	1875
1	9241XX	Administration of environmental quality programs	5	T	1873
1	924XXX	Administration of environmental quality programs	4	T	1872
1	92512X	Administration of urban planning and community and rural development	6	T	1879
1	9251XX	Administration of housing programs, urban planning, and community development	5	T	1877
1	925XXX	Administration of housing programs, urban planning, and community development	4	T	1876
1	92612X	Regulation and administration of transportation programs	6	T	1883
1	92613X	Regulation and administration of communications, electric, gas, and other utilities	6	T	1884
1	92615X	Regulation, licensing, and inspection of miscellaneous commercial sectors	6	T	1886
1	9261XX	Administration of economic programs	5	T	1881
1	926XXX	Administration of economic programs	4	T	1880
1	92811X	National security	6	T	1892
1	92812X	International affairs	6	T	1893
1	9281XX	National security and international affairs	5	T	1891
1	928XXX	National security and international affairs	4	T	1890
1	GP1AAA	Goods producing	1	T	2
1	GP1CON	Construction	2	T	150
1	GP1MFG	Manufacturing	2	T	245
1	GP1NRM	Natural resources and mining	2	T	3
1	GP2AFH	Agriculture, forestry, fishing and hunting	3	T	4
1	GP2CON	Construction	3	T	151
1	GP2MFG	Manufacturing	3	T	246
1	GP2MIN	Mining	3	T	103
1	SP1AAA	Service providing	1	T	946
1	SP1EHS	Educational and health services	2	T	1601
1	SP1FIA	Financial activities	2	T	1361
1	SP1INF	Information	2	T	1292
1	SP1LEH	Leisure and hospitality	2	T	1699
1	SP1OTS	Other services, except public administration	2	T	1767
1	SP1PAD	Public administration	2	T	1847
1	SP1PBS	Professional and business services	2	T	1454
1	SP1TTU	Trade, transportation, and utilities	2	T	947
1	SP2ADW	Administrative and waste services	3	T	1535
1	SP2AER	Arts, entertainment, and recreation	3	T	1700
1	SP2AFS	Accommodation and food services	3	T	1739
1	SP2EDS	Educational services	3	T	1602
1	SP2FIN	Finance and insurance	3	T	1362
1	SP2HSA	Health care and social assistance	3	T	1630
1	SP2INF	Information	3	T	1293
1	SP2MCE	Management of companies and enterprises	3	T	1528
1	SP2OTS	Other services, except public administration	3	T	1768
1	SP2PAD	Public administration	3	T	1848
1	SP2PST	Professional and technical services	3	T	1455
1	SP2RET	Retail trade	3	T	1059
1	SP2RRL	Real estate and rental and leasing	3	T	1418
1	SP2TRW	Transportation and warehousing	3	T	1184
1	SP2UTL	Utilities	3	T	948
1	SP2WHT	Wholesale trade	3	T	965
2	0000XX	All events and exposures	0	T	1
2	1111XX	Shooting by other person--intentional	4	T	5
2	1112XX	Stabbing, cutting, slashing, piercing	4	T	6
2	1113XX	Hitting, kicking, beating, shoving	4	T	7
2	1114XX	Strangulation by other person	4	T	8
2	1115XX	Bombing, arson	4	T	9
2	1118XX	Multiple violent acts by other person	4	T	12
2	111XXX	Intentional injury by other person	3	T	4
2	1121XX	Shooting--intentional self-harm	4	T	14
2	1122XX	Hanging, strangulation, asphyxiation--intentional self-harm	4	T	15
2	1123XX	Jumping from building or other structure--intentional self-harm	4	T	16
2	1124XX	Cutting, stabbing--intentional self-harm	4	T	17
2	1125XX	Drug overdose--intentional self-harm	4	T	18
2	1126XX	Inhalation of substance--intentional self-harm	4	T	19
